source,participant_ID,target_word,comment,latency,duree_mot,condition,n_phonemes,Offset,Notes,word_duration,transcript,phoneme_count
s119chaussette_ov2_bmpnaming,s119,chaussette,ok,782.027,597.2784429,ov2,10,1357,FALSE,574.973,ʃosɛt,5
s119chaussure_neut_bmpnaming,s119,chaussure,ok,1134.904,659.8994175,neut,9,1742,FALSE,607.096,ʃosyʀ,5
s119chaussure_ov2_bmpnaming,s119,chaussure,ok,756.058,600.5245213,ov2,9,1315,FALSE,558.942,ʃosyʀ,5
s119cheval_neut_bmpnaming,s119,cheval,ok,791.765,632.9853063,neut,6,1398,FALSE,606.235,ʃəval,5
s119cheval_ov2_bmpnaming,s119,cheval,ok,684.645,538.84903,ov2,6,1203,FALSE,518.355,ʃəval,5
s119citron_neut_bmpnaming,s119,citron,ok,762.55,493.4039311,neut,6,1247,FALSE,484.45,sitʀɔ̃,5
s119citron_ov2_bmpnaming,s119,citron,ok,798.257,511.5563548,ov2,6,1307,FALSE,508.743,sitʀɔ̃,5
s119citrouille_neut_bmpnaming,s119,citrouille,ok,756.058,603.7705998,neut,10,1357,FALSE,600.942,sitʀujl,7
s119citrouille_ov2_bmpnaming,s119,citrouille,ok,674.906,525.864716,ov2,10,1206,FALSE,531.094,sitʀujl,7
s119classeur_neut_bmpnaming,s119,classeur,ok,879.409,477.1735386,neut,8,1352,FALSE,472.591,klasœʀ,6
s119classeur_ov2_bmpnaming,s119,classeur,ok,830.718,584.2941289,ov2,8,1384,FALSE,553.282,klasœʀ,6
s119clavier_neut_bmpnaming,s119,clavier,ok,788.519,444.7127536,neut,7,1213,FALSE,424.481,klavjəʀ,7
s119clavier_ov2_bmpnaming,s119,clavier,ok,694.383,464.1892246,ov2,7,1161,FALSE,466.617,klavjəʀ,7
s119cochon_neut_bmpnaming,s119,cochon,ok,934.593,451.2049106,neut,6,1387,FALSE,452.407,kɔʃɔ̃,4
s119cochon_ov2_bmpnaming,s119,cochon,ok,689.729,435.175092,ov2,6,1118,FALSE,428.271,kɔʃɔ̃,4
s119collier_neut_bmpnaming,s119,collier,ok,923.524,377.875745,neut,7,1294,FALSE,370.476,kɔljəʀ,6
s119collier_ov2_bmpnaming,s119,collier,ok,908.624,438.2205967,ov2,7,1354,FALSE,445.376,kɔljəʀ,6
s119couteau_neut_bmpnaming,s119,couteau,ok,807.996,347.3303988,neut,7,1145,FALSE,337.004,kuto,4
s119couteau_ov2_bmpnaming,s119,couteau,ok,789.806,420.7031001,ov2,7,1196,FALSE,406.194,kuto,4
s119cuisine_neut_bmpnaming,s119,cuisine,ok,1051.26,487.1034838,neut,7,1515,FALSE,463.74,kɥizin,6
s119cuisine_ov2_bmpnaming,s119,cuisine,ok,733.336,542.0951085,ov2,7,1269,FALSE,535.664,kɥizin,6
s119diamant_neut_bmpnaming,s119,diamant,ok,850.195,447.9588321,neut,7,1292,FALSE,441.805,djamɑ̃,5
s119diamant_ov2_bmpnaming,s119,diamant,ok,1031.975,467.4353031,ov2,7,1486,FALSE,454.025,djamɑ̃,5
s119fourchette_neut_bmpnaming,s119,fourchette,ok,1051.451,522.6186375,neut,10,1542,FALSE,490.549,fuʀʃɛt,6
s119fourchette_ov2_bmpnaming,s119,fourchette,ok,885.901,584.2941289,ov2,10,1429,FALSE,543.099,fuʀʃɛt,6
s119fusee_neut_bmpnaming,s119,fusee,ok,872.917,441.4666752,neut,5,1317,FALSE,444.083,fyz,3
s119fusee_ov2_bmpnaming,s119,fusee,ok,846.949,538.84903,ov2,5,1359,FALSE,512.051,fyz,3
s119gateau_neut_bmpnaming,s119,gateau,ok,879.409,450.2577502,neut,6,1274,FALSE,394.591,ɡato,4
s119gateau_ov2_bmpnaming,s119,gateau,ok,892.394,536.0754612,ov2,6,1406,FALSE,513.606,ɡato,4
s119gilet_ov2_bmpnaming,s119,gilet,ok,795.011,412.2519687,ov2,5,1203,FALSE,407.989,ʒilɛ,4
s119girafe_neut_bmpnaming,s119,girafe,ok,905.378,671.9382482,neut,6,1574,FALSE,668.622,ʒiʀaf,5
s119girafe_ov2_bmpnaming,s119,girafe,ok,983.284,658.9539342,ov2,6,1598,FALSE,614.716,ʒiʀaf,5
s119lama_neut_bmpnaming,s119,lama,ok,785.273,363.5607913,neut,4,1136,FALSE,350.727,lama,4
s119lama_ov2_bmpnaming,s119,lama,ok,983.284,393.0155245,ov2,4,1360,FALSE,376.716,lama,4
s119lapin_neut_bmpnaming,s119,lapin,ok,827.472,490.1578526,neut,5,1302,FALSE,474.528,lapɛ̃,4
s119lapin_ov2_bmpnaming,s119,lapin,ok,925.214,421.6309504,ov2,5,1338,FALSE,412.786,lapɛ̃,4
s119lezard_neut_bmpnaming,s119,lezard,ok,882.655,480.4196171,neut,6,1332,FALSE,449.345,ləzaʀ,5
s119lezard_ov2_bmpnaming,s119,lezard,ok,697.629,590.7862859,ov2,6,1248,FALSE,550.371,ləzaʀ,5
s119manteau_neut_bmpnaming,s119,manteau,ok,853.441,509.6343235,neut,7,1337,FALSE,483.559,mɑ̃to,4
s119manteau_ov2_bmpnaming,s119,manteau,ok,898.886,535.6029515,ov2,7,1376,FALSE,477.114,mɑ̃to,4
s119marelle_neut_bmpnaming,s119,marelle,ok,798.257,438.2205967,neut,7,1219,FALSE,420.743,maʀɛl,5
s119marelle_ov2_bmpnaming,s119,marelle,ok,1028.729,512.880402,ov2,7,1549,FALSE,520.271,maʀɛl,5
s119marin_neut_bmpnaming,s119,marin,ok,720.351,415.4980472,neut,5,1119,FALSE,398.649,maʀɛ̃,4
s119marin_ov2_bmpnaming,s119,marin,ok,996.268,431.7284397,ov2,5,1416,FALSE,419.732,maʀɛ̃,4
s119marteau_neut_bmpnaming,s119,marteau,ok,772.289,512.880402,neut,7,1264,FALSE,491.711,maʀto,5
s119massue_neut_bmpnaming,s119,massue,ok,1853.233,493.4039311,neut,6,2337,FALSE,483.767,masy,4
s119massue_ov2_bmpnaming,s119,massue,ok,652.184,496.6500095,ov2,6,1131,FALSE,478.816,masy,4
s119miroir_neut_bmpnaming,s119,miroir,ok,950.823,532.356873,neut,6,1446,FALSE,495.177,miʀwaʀ,6
s119miroir_ov2_bmpnaming,s119,miroir,ok,941.085,558.3255009,ov2,6,1473,FALSE,531.915,miʀwaʀ,6
s119momie_neut_bmpnaming,s119,momie,ok,859.933,423.6030828,neut,5,1269,FALSE,409.067,mɔmi,4
s119momie_ov2_bmpnaming,s119,momie,ok,704.121,418.7441257,ov2,5,1074,FALSE,369.879,mɔmi,4
s119motard_neut_bmpnaming,s119,motard,ok,801.503,620.0009923,neut,6,1342,FALSE,540.497,mɔtaʀ,5
s119motard_ov2_bmpnaming,s119,motard,ok,678.152,555.0794224,ov2,6,1204,FALSE,525.848,mɔtaʀ,5
s119moulin_neut_bmpnaming,s119,moulin,ok,924.854,371.676582,neut,6,1294,FALSE,369.146,mulɛ̃,4
s119moulin_ov2_bmpnaming,s119,moulin,ok,642.446,447.9588321,ov2,6,1074,FALSE,431.554,mulɛ̃,4
s119panier_neut_bmpnaming,s119,panier,ok,1532.026,373.1440817,neut,6,1911,FALSE,378.974,pɑ̃jəʀ,5
s119panier_ov2_bmpnaming,s119,panier,ok,941.085,460.9431461,ov2,6,1401,FALSE,459.915,pɑ̃jəʀ,5
s119pigeon_neut_bmpnaming,s119,pigeon,ok,824.226,406.2621728,neut,6,1215,FALSE,390.774,piʒəɔ̃,5
s119pigeon_ov2_bmpnaming,s119,pigeon,ok,876.163,373.2990268,ov2,6,1256,FALSE,379.837,piʒəɔ̃,5
s119piscine_neut_bmpnaming,s119,piscine,ok,967.615,479.8575532,neut,7,1405,FALSE,437.385,pizin,5
s119piscine_ov2_bmpnaming,s119,piscine,ok,762.55,499.896088,ov2,7,1212,FALSE,449.45,pizin,5
s119poisson_neut_bmpnaming,s119,poisson,ok,902.132,457.6970676,neut,7,1359,FALSE,456.868,pwasɔ̃,5
s119poisson_ov2_bmpnaming,s119,poisson,ok,921.608,449.8808634,ov2,7,1367,FALSE,445.392,pwasɔ̃,5
s119poulet_neut_bmpnaming,s119,poulet,ok,1629.253,276.9102939,neut,6,1896,FALSE,266.747,pulɛ,4
s119poulet_ov2_bmpnaming,s119,poulet,ok,1148.834,373.2990268,ov2,6,1487,FALSE,338.166,pulɛ,4
s119raisin_neut_bmpnaming,s119,raisin,ok,830.718,412.4354686,neut,6,1226,FALSE,395.282,ʀɛzɛ̃,4
s119raisin_ov2_bmpnaming,s119,raisin,ok,882.655,473.9274601,ov2,6,1353,FALSE,470.345,ʀɛzɛ̃,4
s119requin_neut_bmpnaming,s119,requin,ok,889.148,532.356873,neut,6,1396,FALSE,506.852,ʀəkɛ̃,4
s119requin_ov2_bmpnaming,s119,requin,ok,639.199,481.8205362,ov2,6,1115,FALSE,475.801,ʀəkɛ̃,4
s119robot_neut_bmpnaming,s119,robot,ok,726.844,445.5339759,neut,5,1157,FALSE,430.156,ʀɔbo,4
s119robot_ov2_bmpnaming,s119,robot,ok,752.812,496.6500095,ov2,5,1211,FALSE,458.188,ʀɔbo,4
s119sifflet_neut_bmpnaming,s119,sifflet,ok,1054.698,522.6186375,neut,7,1554,FALSE,499.302,siflɛ,5
s119sifflet_ov2_bmpnaming,s119,sifflet,ok,859.933,516.1264805,ov2,7,1352,FALSE,492.067,siflɛ,5
s119tonneau_neut_bmpnaming,s119,tonneau,ok,759.304,347.3303988,neut,7,1059,FALSE,299.696,tɔno,4
s119tonneau_ov2_bmpnaming,s119,tonneau,ok,736.582,374.7292382,ov2,7,1081,FALSE,344.418,tɔno,4
s119tortue_neut_bmpnaming,s119,tortue,ok,927.156,487.8566983,neut,6,1405,FALSE,477.844,tɔʀty,5
s119tortue_ov2_bmpnaming,s119,tortue,ok,710.613,440.4620482,ov2,6,1136,FALSE,425.387,tɔʀty,5
s119trompette_neut_bmpnaming,s119,trompette,ok,1161.818,704.3990332,neut,9,1704,FALSE,542.182,tʀɔ̃pɛt,6
s119trompette_ov2_bmpnaming,s119,trompette,ok,674.906,610.2627568,ov2,9,1234,FALSE,559.094,tʀɔ̃pɛt,6
s119voiture_neut_bmpnaming,s119,voiture,ok,710.613,516.1264805,neut,7,1148,FALSE,437.387,vwatyʀ,6
s119voiture_ov2_bmpnaming,s119,voiture,ok,892.394,574.5558934,ov2,7,1409,FALSE,516.606,vwatyʀ,6
s119volcan_neut_bmpnaming,s119,volcan,ok,709.93,495.4590874,neut,6,1176,FALSE,466.07,vɔlkɑ̃,5
s119volcan_ov2_bmpnaming,s119,volcan,ok,892.394,480.4196171,ov2,6,1337,FALSE,444.606,vɔlkɑ̃,5
s120balai_neut_bmpnaming,s120,balai,ok,730.437,288.2328531,neut,5,1027,FALSE,296.563,bal,3
s120balance_neut_bmpnaming,s120,balance,ok,746.32,415.4980472,neut,7,1154,FALSE,407.68,balɑ̃s,5
s120balance_ov2_bmpnaming,s120,balance,ok,641.733,419.4563885,ov2,7,1054,FALSE,412.267,balɑ̃s,5
s120batterie_neut_bmpnaming,s120,batterie,ok,898.886,269.424515,neut,8,1171,FALSE,272.114,batəʀi,6
s120batterie_ov2_bmpnaming,s120,batterie,ok,697.629,337.5921634,ov2,8,1030,FALSE,332.371,batəʀi,6
s120bougie_neut_bmpnaming,s120,bougie,ok,746.32,295.3931429,neut,6,1036,FALSE,289.68,buʒi,4
s120bougie_ov2_bmpnaming,s120,bougie,ok,710.613,298.6392214,ov2,6,968,FALSE,257.387,buʒi,4
s120bouton_neut_bmpnaming,s120,bouton,ok,655.43,311.6235354,neut,6,958,FALSE,302.57,butɔ̃,4
s120bouton_ov2_bmpnaming,s120,bouton,ok,892.394,321.3617709,ov2,6,1188,FALSE,295.606,butɔ̃,4
s120briquet_neut_bmpnaming,s120,briquet,ok,661.922,337.5921634,neut,7,970,FALSE,308.078,bʀikɛ,5
s120briquet_ov2_bmpnaming,s120,briquet,ok,817.734,383.0372623,ov2,7,1171,FALSE,353.266,bʀikɛ,5
s120bureau_neut_bmpnaming,s120,bureau,ok,704.121,272.6705935,neut,6,954,FALSE,249.879,byʀo,4
s120cadeau_neut_bmpnaming,s120,cadeau,ok,710.613,236.96373,neut,6,940,FALSE,229.387,kado,4
s120cadeau_ov2_bmpnaming,s120,cadeau,ok,730.09,266.1784365,ov2,6,962,FALSE,231.91,kado,4
s120canard_neut_bmpnaming,s120,canard,ok,960.561,402.5137332,neut,6,1327,FALSE,366.439,kanaʀ,5
s120canard_ov2_bmpnaming,s120,canard,ok,1142.342,363.5607913,ov2,6,1511,FALSE,368.658,kanaʀ,5
s120canon_neut_bmpnaming,s120,canon,ok,960.561,211.874909,neut,5,1160,FALSE,199.439,kanɔ̃,4
s120canon_ov2_bmpnaming,s120,canon,ok,691.137,249.948044,ov2,5,925,FALSE,233.863,kanɔ̃,4
s120cerveau_neut_bmpnaming,s120,cerveau,ok,772.289,366.2951808,neut,7,1117,FALSE,344.711,sɛʀvo,5
s120cerveau_ov2_bmpnaming,s120,cerveau,ok,707.367,330.9364709,ov2,7,1014,FALSE,306.633,sɛʀvo,5
s120chapeau_neut_bmpnaming,s120,chapeau,ok,765.797,309.2572638,neut,7,1068,FALSE,302.203,ʃapo,4
s120chapeau_ov2_bmpnaming,s120,chapeau,ok,652.184,353.8225558,ov2,7,980,FALSE,327.816,ʃapo,4
s120chaussette_neut_bmpnaming,s120,chaussette,ok,648.938,392.7754977,neut,10,966,FALSE,317.062,ʃosɛt,5
s120chaussette_ov2_bmpnaming,s120,chaussette,ok,697.629,577.8019719,ov2,10,1165,FALSE,467.371,ʃosɛt,5
s120chaussure_neut_bmpnaming,s120,chaussure,ok,720.351,415.4980472,neut,9,1136,FALSE,415.649,ʃosyʀ,5
s120chaussure_ov2_bmpnaming,s120,chaussure,ok,541.817,503.1421665,ov2,9,1052,FALSE,510.183,ʃosyʀ,5
s120cheval_neut_bmpnaming,s120,cheval,ok,642.446,366.8068698,neut,6,960,FALSE,317.554,ʃəval,5
s120cheval_ov2_bmpnaming,s120,cheval,ok,704.121,389.5294193,ov2,6,1076,FALSE,371.879,ʃəval,5
s120citron_neut_bmpnaming,s120,citron,ok,749.566,428.4823612,neut,6,1103,FALSE,353.434,sitʀɔ̃,5
s120citron_ov2_bmpnaming,s120,citron,ok,635.953,353.4562103,ov2,6,990,FALSE,354.047,sitʀɔ̃,5
s120citrouille_neut_bmpnaming,s120,citrouille,ok,1096.897,454.4509891,neut,10,1521,FALSE,424.103,sitʀujl,7
s120citrouille_ov2_bmpnaming,s120,citrouille,ok,671.66,399.2676547,ov2,10,1053,FALSE,381.34,sitʀujl,7
s120classeur_neut_bmpnaming,s120,classeur,ok,743.074,447.9588321,neut,8,1156,FALSE,412.926,klasœʀ,6
s120classeur_ov2_bmpnaming,s120,classeur,ok,756.058,418.7441257,ov2,8,1132,FALSE,375.942,klasœʀ,6
s120clavier_neut_bmpnaming,s120,clavier,ok,1109.881,282.2734677,neut,7,1377,FALSE,267.119,klavjəʀ,7
s120clavier_ov2_bmpnaming,s120,clavier,ok,1044.246,318.8290733,ov2,7,1348,FALSE,303.754,klavjəʀ,7
s120cochon_neut_bmpnaming,s120,cochon,ok,1057.944,246.7019655,neut,6,1290,FALSE,232.056,kɔʃɔ̃,4
s120cochon_ov2_bmpnaming,s120,cochon,ok,784.155,231.590015,ov2,6,1004,FALSE,219.845,kɔʃɔ̃,4
s120collier_neut_bmpnaming,s120,collier,ok,817.734,247.4950136,neut,7,1028,FALSE,210.266,kɔljəʀ,6
s120collier_ov2_bmpnaming,s120,collier,ok,1054.698,262.7682634,ov2,7,1314,FALSE,259.302,kɔljəʀ,6
s120couteau_neut_bmpnaming,s120,couteau,ok,965.732,306.4531894,neut,7,1267,FALSE,301.268,kuto,4
s120couteau_ov2_bmpnaming,s120,couteau,ok,584.016,292.1470644,ov2,7,837,FALSE,252.984,kuto,4
s120cuisine_neut_bmpnaming,s120,cuisine,ok,1012.499,366.8068698,neut,7,1332,FALSE,319.501,kɥizin,6
s120cuisine_ov2_bmpnaming,s120,cuisine,ok,830.718,409.0058902,ov2,7,1241,FALSE,410.282,kɥizin,6
s120diamant_neut_bmpnaming,s120,diamant,ok,1304.646,340.8382418,neut,7,1592,FALSE,287.354,djamɑ̃,5
s120diamant_ov2_bmpnaming,s120,diamant,ok,645.692,301.8852999,ov2,7,902,FALSE,256.308,djamɑ̃,5
s120fusee_neut_bmpnaming,s120,fusee,ok,1356.583,376.5451053,neut,5,1726,FALSE,369.417,fyz,3
s120fusee_ov2_bmpnaming,s120,fusee,ok,885.319,325.1904491,ov2,5,1170,FALSE,284.681,fyz,3
s120gateau_neut_bmpnaming,s120,gateau,ok,678.152,288.9009859,neut,6,963,FALSE,284.848,ɡato,4
s120gateau_ov2_bmpnaming,s120,gateau,ok,902.132,324.6078494,ov2,6,1203,FALSE,300.868,ɡato,4
s120gilet_neut_bmpnaming,s120,gilet,ok,775.535,294.9687718,neut,5,1059,FALSE,283.465,ʒilɛ,4
s120gilet_ov2_bmpnaming,s120,gilet,ok,730.09,331.1000064,ov2,5,1071,FALSE,340.91,ʒilɛ,4
s120girafe_neut_bmpnaming,s120,girafe,ok,778.781,421.9902042,neut,6,1206,FALSE,427.219,ʒiʀaf,5
s120girafe_ov2_bmpnaming,s120,girafe,ok,635.953,425.2362827,ov2,6,1056,FALSE,420.047,ʒiʀaf,5
s120lama_neut_bmpnaming,s120,lama,ok,833.964,301.8852999,neut,4,1144,FALSE,310.036,lama,4
s120lapin_neut_bmpnaming,s120,lapin,ok,590.508,295.3931429,neut,5,882,FALSE,291.492,lapɛ̃,4
s120lapin_ov2_bmpnaming,s120,lapin,ok,756.099,331.0590547,ov2,5,1065,FALSE,308.901,lapɛ̃,4
s120lezard_neut_bmpnaming,s120,lezard,ok,622.969,441.4666752,neut,6,1040,FALSE,417.031,ləzaʀ,5
s120lezard_ov2_bmpnaming,s120,lezard,ok,714.277,389.1115808,ov2,6,1099,FALSE,384.723,ləzaʀ,5
s120manteau_neut_bmpnaming,s120,manteau,ok,713.859,314.5032684,neut,7,1041,FALSE,327.141,mɑ̃to,4
s120manteau_ov2_bmpnaming,s120,manteau,ok,629.461,334.3460849,ov2,7,974,FALSE,344.539,mɑ̃to,4
s120marelle_neut_bmpnaming,s120,marelle,ok,1249.462,396.0215762,neut,7,1634,FALSE,384.538,maʀɛl,5
s120marelle_ov2_bmpnaming,s120,marelle,ok,808.761,353.0571229,ov2,7,1167,FALSE,358.239,maʀɛl,5
s120marin_neut_bmpnaming,s120,marin,ok,713.859,288.9009859,neut,5,1004,FALSE,290.141,maʀɛ̃,4
s120marin_ov2_bmpnaming,s120,marin,ok,931.347,269.424515,ov2,5,1191,FALSE,259.653,maʀɛ̃,4
s120marteau_neut_bmpnaming,s120,marteau,ok,752.812,298.6392214,neut,7,1051,FALSE,298.188,maʀto,5
s120marteau_ov2_bmpnaming,s120,marteau,ok,749.566,363.5607913,ov2,7,1091,FALSE,341.434,maʀto,5
s120massue_neut_bmpnaming,s120,massue,ok,609.985,314.8696139,neut,6,933,FALSE,323.015,masy,4
s120massue_ov2_bmpnaming,s120,massue,ok,872.917,360.3147128,ov2,6,1228,FALSE,355.083,masy,4
s120miroir_neut_bmpnaming,s120,miroir,ok,976.792,409.0058902,neut,6,1422,FALSE,445.208,miʀwaʀ,6
s120miroir_ov2_bmpnaming,s120,miroir,ok,954.069,425.2362827,ov2,6,1365,FALSE,410.931,miʀwaʀ,6
s120momie_neut_bmpnaming,s120,momie,ok,652.184,266.1784365,neut,5,921,FALSE,268.816,mɔmi,4
s120momie_ov2_bmpnaming,s120,momie,ok,795.011,287.1144112,ov2,5,1082,FALSE,286.989,mɔmi,4
s120moulin_neut_bmpnaming,s120,moulin,ok,879.409,266.1784365,neut,6,1097,FALSE,217.591,mulɛ̃,4
s120moulin_ov2_bmpnaming,s120,moulin,ok,597,249.948044,ov2,6,836,FALSE,239,mulɛ̃,4
s120panier_neut_bmpnaming,s120,panier,ok,1181.295,321.3617709,neut,6,1498,FALSE,316.705,pɑ̃jəʀ,5
s120panier_ov2_bmpnaming,s120,panier,ok,833.964,259.6862795,ov2,6,1099,FALSE,265.036,pɑ̃jəʀ,5
s120pigeon_neut_bmpnaming,s120,pigeon,ok,885.901,260.5080608,neut,6,1117,FALSE,231.099,piʒəɔ̃,5
s120pigeon_ov2_bmpnaming,s120,pigeon,ok,923.388,293.6136599,ov2,6,1165,FALSE,241.612,piʒəɔ̃,5
s120piscine_neut_bmpnaming,s120,piscine,ok,733.336,340.5586552,neut,7,1047,FALSE,313.664,pizin,5
s120piscine_ov2_bmpnaming,s120,piscine,ok,652.184,399.9733849,ov2,7,1035,FALSE,382.816,pizin,5
s120poisson_neut_bmpnaming,s120,poisson,ok,691.137,272.6705935,neut,7,955,FALSE,263.863,pwasɔ̃,5
s120poisson_ov2_bmpnaming,s120,poisson,ok,967.053,295.3931429,ov2,7,1248,FALSE,280.947,pwasɔ̃,5
s120poulet_neut_bmpnaming,s120,poulet,ok,788.519,243.455887,neut,6,981,FALSE,192.481,pulɛ,4
s120poulet_ov2_bmpnaming,s120,poulet,ok,697.629,233.7176516,ov2,6,889,FALSE,191.371,pulɛ,4
s120raisin_neut_bmpnaming,s120,raisin,ok,635.953,266.1784365,neut,6,885,FALSE,249.047,ʀɛzɛ̃,4
s120raisin_ov2_bmpnaming,s120,raisin,ok,820.98,295.3931429,ov2,6,1103,FALSE,282.02,ʀɛzɛ̃,4
s120requin_neut_bmpnaming,s120,requin,ok,717.105,288.9009859,neut,6,1004,FALSE,286.895,ʀəkɛ̃,4
s120requin_ov2_bmpnaming,s120,requin,ok,944.331,292.1470644,ov2,6,1213,FALSE,268.669,ʀəkɛ̃,4
s120robot_neut_bmpnaming,s120,robot,ok,681.399,249.948044,neut,5,923,FALSE,241.601,ʀɔbo,4
s120robot_ov2_bmpnaming,s120,robot,ok,889.148,210.9951021,ov2,5,1113,FALSE,223.852,ʀɔbo,4
s120sifflet_neut_bmpnaming,s120,sifflet,ok,801.503,376.5451053,neut,7,1182,FALSE,380.497,siflɛ,5
s120sifflet_ov2_bmpnaming,s120,sifflet,ok,684.645,370.0529483,ov2,7,1055,FALSE,370.355,siflɛ,5
s120tonneau_ov2_bmpnaming,s120,tonneau,ok,960.561,246.7019655,ov2,7,1168,FALSE,207.439,tɔno,4
s120tortue_neut_bmpnaming,s120,tortue,ok,999.514,340.8382418,neut,6,1306,FALSE,306.486,tɔʀty,5
s120tortue_ov2_bmpnaming,s120,tortue,ok,1382.551,288.9009859,ov2,6,1624,FALSE,241.449,tɔʀty,5
s120trompette_neut_bmpnaming,s120,trompette,ok,1294.907,350.5764773,neut,9,1583,FALSE,288.093,tʀɔ̃pɛt,6
s120trompette_ov2_bmpnaming,s120,trompette,ok,1165.064,447.9588321,ov2,9,1520,FALSE,354.936,tʀɔ̃pɛt,6
s120voiture_neut_bmpnaming,s120,voiture,ok,1009.252,412.2519687,neut,7,1407,FALSE,397.748,vwatyʀ,6
s120voiture_ov2_bmpnaming,s120,voiture,ok,545.063,366.8068698,ov2,7,923,FALSE,377.937,vwatyʀ,6
s120volcan_ov2_bmpnaming,s120,volcan,ok,743.074,324.6078494,ov2,6,992,FALSE,248.926,vɔlkɑ̃,5
s121balai_neut_bmpnaming,s121,balai,ok,647.547,288.2328531,neut,5,923,FALSE,275.453,bal,3
s121balai_ov2_bmpnaming,s121,balai,ok,750.991,295.7683526,ov2,5,1029,FALSE,278.009,bal,3
s121balance_neut_bmpnaming,s121,balance,ok,897.934,623.5625777,neut,7,1493,FALSE,595.066,balɑ̃s,5
s121balance_ov2_bmpnaming,s121,balance,ok,707.662,712.104696,ov2,7,1403,FALSE,695.338,balɑ̃s,5
s121barriere_neut_bmpnaming,s121,barriere,ok,692.591,533.1365845,neut,8,1193,FALSE,500.409,baʀʀjəʀ,7
s121barriere_ov2_bmpnaming,s121,barriere,ok,624.94,550.0914583,ov2,8,1129,FALSE,504.06,baʀʀjəʀ,7
s121batterie_neut_bmpnaming,s121,batterie,ok,1110.811,382.426596,neut,8,1481,FALSE,370.189,batəʀi,6
s121batterie_ov2_bmpnaming,s121,batterie,ok,969.521,371.1233468,ov2,8,1323,FALSE,353.479,batəʀi,6
s121bougie_neut_bmpnaming,s121,bougie,ok,671.869,369.239472,neut,6,1026,FALSE,354.131,buʒi,4
s121bougie_ov2_bmpnaming,s121,bougie,ok,551.301,388.0782205,ov2,6,928,FALSE,376.699,buʒi,4
s121bouton_neut_bmpnaming,s121,bouton,ok,899.817,408.800844,neut,6,1289,FALSE,389.183,butɔ̃,4
s121bouton_ov2_bmpnaming,s121,bouton,ok,666.217,487.923588,ov2,6,1144,FALSE,477.783,butɔ̃,4
s121briquet_neut_bmpnaming,s121,briquet,ok,822.579,299.5361023,neut,7,1120,FALSE,297.421,bʀikɛ,5
s121briquet_ov2_bmpnaming,s121,briquet,ok,773.598,433.2912171,ov2,7,1184,FALSE,410.402,bʀikɛ,5
s121bureau_neut_bmpnaming,s121,bureau,ok,775.482,374.8910965,neut,6,1131,FALSE,355.518,byʀo,4
s121bureau_ov2_bmpnaming,s121,bureau,ok,669.985,301.4199771,ov2,6,956,FALSE,286.015,byʀo,4
s121cadeau_neut_bmpnaming,s121,cadeau,ok,694.475,286.3489783,neut,6,971,FALSE,276.525,kado,4
s121cadeau_ov2_bmpnaming,s121,cadeau,ok,641.727,292.0006028,ov2,6,923,FALSE,281.273,kado,4
s121canard_neut_bmpnaming,s121,canard,ok,1105.16,519.9494605,neut,6,1530,FALSE,424.84,kanaʀ,5
s121canard_ov2_bmpnaming,s121,canard,ok,660.565,474.736464,ov2,6,1090,FALSE,429.435,kanaʀ,5
s121canon_neut_bmpnaming,s121,canon,ok,901.701,320.2587257,neut,5,1216,FALSE,314.299,kanɔ̃,4
s121canon_ov2_bmpnaming,s121,canon,ok,988.36,299.5361023,ov2,5,1286,FALSE,297.64,kanɔ̃,4
s121cerveau_neut_bmpnaming,s121,cerveau,ok,677.52,540.672084,neut,7,1213,FALSE,535.48,sɛʀvo,5
s121cerveau_ov2_bmpnaming,s121,cerveau,ok,545.649,474.736464,ov2,7,1003,FALSE,457.351,sɛʀvo,5
s121chapeau_neut_bmpnaming,s121,chapeau,ok,649.262,442.7105914,neut,7,1078,FALSE,428.738,ʃapo,4
s121chapeau_ov2_bmpnaming,s121,chapeau,ok,619.12,472.8525891,ov2,7,1088,FALSE,468.88,ʃapo,4
s121chaussette_neut_bmpnaming,s121,chaussette,ok,679.404,640.5174514,neut,10,1231,FALSE,551.596,ʃosɛt,5
s121chaussette_ov2_bmpnaming,s121,chaussette,ok,700.127,585.8850805,ov2,10,1263,FALSE,562.873,ʃosɛt,5
s121chaussure_neut_bmpnaming,s121,chaussure,ok,570.139,476.6203388,neut,9,1110,FALSE,539.861,ʃosyʀ,5
s121chaussure_ov2_bmpnaming,s121,chaussure,ok,585.21,576.4657063,ov2,9,1107,FALSE,521.79,ʃosyʀ,5
s121cheval_neut_bmpnaming,s121,cheval,ok,685.056,525.6010851,neut,6,1194,FALSE,508.944,ʃəval,5
s121cheval_ov2_bmpnaming,s121,cheval,ok,653.03,536.9043343,ov2,6,1174,FALSE,520.97,ʃəval,5
s121citron_neut_bmpnaming,s121,citron,ok,637.959,401.2653445,neut,6,1035,FALSE,397.041,sitʀɔ̃,5
s121citron_ov2_bmpnaming,s121,citron,ok,720.849,437.0589668,ov2,6,1154,FALSE,433.151,sitʀɔ̃,5
s121citrouille_neut_bmpnaming,s121,citrouille,ok,692.591,421.987968,neut,10,1087,FALSE,394.409,sitʀujl,7
s121citrouille_ov2_bmpnaming,s121,citrouille,ok,643.61,542.5559588,ov2,10,1195,FALSE,551.39,sitʀujl,7
